mission name	date	data
STS-103	12/22/1999	"""Hucklebuck"" performed by Beau Jocque and the Zydeco Hi-Rollers, a tune that the spacewalkers heard many times while training hundreds of hours for the mission in the 6.5-million gallon water tank at the Johnson Space Center in Houston."
STS-103	12/23/1999	"Traditional Swiss music was played for Nicollier and the song ""Only When I Sleep"" by The Corrs was played for Foale."
STS-103	12/24/1999	"Steppenwolf’s “Magic Carpet Ride"" was played for Smith and the children's song  ""Skinnamarink"" by Kimbo for Grunsfeld."
STS-103	12/25/1999	"Bing Crosby's ""I'll Be Home for Christmas."""
STS-103	12/26/1999	"""We're So Good Together"" by Reba McEntyre, played for Pilot Scott Kelly at the request of his wife."
STS-103	12/27/1999	"""The Cup of Life,"" sung by Ricky Martin. The music was the official song of France '98 World Cup Soccer and was played for Mission Specialist #2, Jean-Francois Clervoy of the European Space Agency at the request of his son."
STS-99	02/11/2000	"""Time for Me to Fly"" - REO Speedwagon (Blue Team wakeup call)"
STS-99	02/12/2000	"""Some Guys Have All The Luck"" - Robert Palmer (Red Team wakeup call)"
STS-99	02/12/2000	"""Eye in the Sky"" - Alan Parsons Project (Blue Team wakeup call)"
STS-99	02/13/2000	"""Jumpin' Jive"" - Cab Calloway as performed by Joe Jackson (Red Team wakeup call)"
STS-99	02/13/2000	"""Linus and Lucy"" by Vince Guaraldi (Blue Team wakeup call)"
STS-99	02/14/2000	"""Journey to the Stars"" theme song to the popular Japanese anime Galaxy Express - performed by Godiego (Blue Team wakeup call)"
STS-99	02/14/2000	"""Radar Love"" - performed by Golden Earring (Red Team wakeup call)"
STS-99	02/15/2000	"""New York, New York"" - performed by Frank Sinatra (Red Team wakeup call)"
STS-99	02/15/2000	"""Canon in D"" by Johann Pachebel - as performed by George Winston (Blue Team wakeup call)"
STS-99	02/16/2000	"""We Saw the Sea"" - performed by The Naval Academy Glee Club  (Blue Team wakeup call)"
STS-99	02/16/2000	"""Smack Dab in the Middle"" - performed by Ray Charles (Red Team wakeup call)"
STS-99	02/17/2000	“Die Moldau”  - performed by The Boston Symphony Orchestra (Red Team wakeup call)
STS-99	02/17/2000	"""Take a Little Less"" - performed by Barton and Sweeney (Blue Team wakeup call)"
STS-99	02/18/2000	"""Magic Carpet Ride"" - performed by Steppenwolf (Red Team wakeup  call)"
STS-99	02/18/2000	"""Rawhide"" - performed by Frankie Laine (Blue Team wakeup call)"
STS-99	02/19/2000	"""One after 909"" - performed by The Beatles (Blue Team wakeup call)"
STS-99	02/19/2000	"""Catch the Moments As They Fly By"" - Traditional Celtic Music – Shannon River Dance (Red Team wakeup call)"
STS-99	02/20/2000	"""Walk Don't Run"" - California Guitar Trio (Red Team wakeup call)"
STS-99	02/21/2000	“Stay”  Frankie Valli & Four Seasons (Blue Team wakeup call)
STS-101	02/19/2000	"""Free Fallin'"" - Tom Petty, played for Mission Specialist Susan Helms                 "
STS-101	02/20/2000	"""Shining Brightly"" by Bob Seger in honor of the upcoming evening rendezvous with the International Space Station."
STS-101	02/21/2000	“Lookin’ Out the Window” by Stevie Ray Vaughan
STS-101	02/22/2000	"""Haunted House"" by Roy Buchanan since the opening lyrics say ""I just moved into a new house today…."" in honor of the STS-101 crew entering what will be a new home for astronauts and cosmonauts later this year."
STS-101	02/23/2000	"""I Only Have Eyes for You"" by Flamingos -- a long distance dedication from Kathy Halsell to her husband, Mission Commander Jim Halsell"
STS-101	02/24/2000	"""I'm Gonna Fly"" by Amy Grant which was requested by Pilot Scott Horowitz's wife"
STS-101	02/25/2000	"""Don't It Make You Wanna Dance"" by Jerry Jeff Walker -- was played at the request of Williams' son and family."
STS-101	02/26/2000	Untitled Russian song, author unknown
STS-101	02/27/2000	"""25 or 6 to 4"" - Chicago"
STS-101	02/28/2000	"""El Capitan"" - John Philip Sousa"
STS-106	09/08/2000	"""I'll Be"" - Edwin McCain"
STS-106	09/09/2000	"""I Say a Little Prayer"" by Diana King, which was played for Wilcutt"
STS-106	09/10/2000	“All Star” by the band Smash Mouth. The song was played for the two space walkers at the request of the EVA training and flight control teams to celebrate what will be the sixth space walk in support of station assembly and the 50th space walk in Space Shuttle history.
STS-106	09/11/2000	"""The Hukilau Song""by Big Kahuna and the Copa Cat Pack, was played for Lu at the request of his sister."
STS-106	09/12/2000	"""Brown-Eyed Girl"" by Van Morrison - was played for Mastracchio at the request of his wife."
STS-106	09/13/2000	"""Kombaht"" by the group called Loobeh, played for Mission Specialist Boris Morukov of the Russian Aviation and Space Agency. "
STS-106	09/14/2000	"""Haze Has Melted Away"" - Konstantin Nikolsky's Group"
STS-106	09/15/2000	"""University of Connecticut Fight Song"" - University of                                             Connecticut Band"
STS-106	09/16/2000	U.S. Coast Guard Hymn “Semper Paratus” (Always Ready), played for Burbank, a Lieutenant Commander in the Coast Guard.
STS-106	09/17/2000	“YMCA” was played for Scott Altman at the request of his wife.
STS-106	09/18/2000	“Home in the Islands” by The Brothers Cazimero, played for Lu who considers Honolulu a  hometown.
STS-106	09/19/2000	"""Houston"" performed by Dean Martin (played by crew as well as ground)."
STS-92	10/12/2000	"""Incense and Peppermints"" – Strawberry Alarm Clock. The tune is part of the ""Austin Powers: International Man of Mystery"" movie soundtrack and was played for the crew members, who are fans of the film. "
STS-92	10/13/2000	"""Girls Just Want to Have Fun"" – Cyndi Lauper"
STS-92	10/14/2000	"""Eikan wa kimi mi Kagayku"" or ""You're the Winner"" or literally ""The Glory is Coming to you"", a Japanese High School Baseball Association Inspirational Marching Song performed by Daisuke Kaga."
STS-92	10/15/2000	"""Camelot"" from the movie ""Monty Python and the Holy Grail"""
STS-92	10/16/2000	"""Je t'aimais, Je t'aime, J'taimerai"" -  A French love song by Francis Cabrel."
STS-92	10/17/2000	"""The Army Goes Rolling Along"", performed by the United States Military Academy Band and its field musical group The Hellcats."
STS-92	10/18/2000	"The theme from the movie ""Mission Impossible."""
STS-92	10/19/2000	"""Anchors Away – Fanfare Version"" as performed by the United States Naval Academy Band."
STS-92	10/20/2000	"""The River"" - Garth Brooks"
STS-92	10/21/2000	"""Saturday Night"" - Bay City Rollers"
STS-92	10/22/2000	The Air Force Song  (“Off We Go Into the Wild Blue Yonder”).
STS-92	10/23/2000	"""Bad Bad Leroy Brown"" by Jim Croce"
STS-92	10/24/2000	"""Deja Vu"" by Crosby, Stills, Nash, and Young"
STS-97	12/01/2000	“Stardust” by Willie Nelson, played for Canadian Space Agency astronaut Garneau
STS-97	12/02/2000	"""I Believe I Can Fly,"" by R. Kelly"
STS-97	12/03/2000	"""Sunshine of Your Love"" - Cream"
STS-97	12/04/2000	“Lovin’ You Lots & Lots” from the movie “That Thing You Do” by Norm Wooster Singers  sent up to Bloomfield from his wife
STS-97	12/05/2000	"""Fight On"" (Trojan Fight Song) - University of Southern California fight song for Noriega by USC Marching Band"
STS-97	12/06/2000	“O Mio Babbino Caro” - Puccini opera aria for Garneau
STS-97	12/07/2000	“Here Comes the Sun” –  The Beatles. For Joe Tanner
STS-97	12/08/2000	“Rattled” – The Traveling Wilburys
STS-97	12/09/2000	“Back in the Saddle Again” – Gene Autry. In honor of Bloomfield, who is making his second space flight and his second fly-around of a space station.
STS-97	12/10/2000	“Beyond the Sea” - Bobby Darin. A reference to the traditions observed on the station by Navy Commander Jett and Navy Captain Shepherd, including the ringing of the station’s ship’s bell when the shuttle crew departed Saturday.
STS-97	12/11/2000	“I'll be Home for Christmas” – Bing Crosby
STS-98	02/08/2001	"""Where You At"", a jazz selection by Pilot Mark Polansky's late uncle, Zoot Sims"
STS-98	02/09/2001	"""Who Let the Dogs Out"" - Baha Men, played in honor of Commander Ken Cockrell, who previously flew on a Shuttle mission with astronauts dubbed the ""Dog Crew"""
STS-98	02/10/2001	"""Girl's Breakdown"" - Alison Brown. Alison wrote the tune especially for mission"
STS-98	02/11/2001	"""Blue Danube Waltz"" - Johann Strauss, Jr. from the film “2001 – a Space Odyssey”"
STS-98	02/12/2001	"""Fly Me to the Moon"" - Frank Sinatra"
STS-98	02/13/2001	"""For Those About to Rock"" - AC/DC"
STS-98	02/14/2001	"""To the Moon and Back"" – Savage Garden"
STS-98	02/15/2001	"""Sally Ann"" - New Grange"
STS-98	02/16/2001	"""The Trail We Blaze"" - Elton John"
STS-98	02/17/2001	"""Blue"" - Eiffel 65"
STS-98	02/18/2001	"""Fly Away"" - Lenny Kravitz"
STS-98	02/19/2001	"""Bad To the Bone"" - George Thorogood and the Destroyers"
STS-98	02/20/2001	"“Should I Stay or Should I Go"" by the Clash, as the crew prepared for their return trip to Earth"
STS-102	03/08/2001	"""Living the Life"" performed by Rockit Scientists a group of training division instructors with whom shuttle Commander Jim Wetherbee plays drums from time to time."
STS-102	03/09/2001	"""Vashe Blagorodiye"" a song from a movie entitled “White Sun of the Desert” that is traditionally watched by cosmonauts the night before a launch from the Baikonur Cosmodrome in Kazakhstan. The song was played for Expedition Two Commander Yury Usachev, who is spending his last day aboard Discovery before beginning a handover of station command with Expedition One crewmember Yuri Gidzenko."
STS-102	03/10/2001	"""Nothing's Gonna Stop Us Now"" by Starship and played in anticipation of the planned Extravehicular Activity (EVA)."
STS-102	03/11/2001	"""Blast Off"" from the animated feature Scooby Doo and the Alien Invaders, played for astronaut Paul Richards as a selection from his children."
STS-102	03/12/2001	"""From A Distance"" performed by Nanci Griffith awakened Discovery’s crew, and astronauts Paul Richards and Andy Thomas quickly began preparing for a planned six and a half hour space walk."
STS-102	03/13/2001	"""Free Fallin'"" by Tom Petty -- a favorite of astronaut Susan Helms who today will take up official residence on the station as a member of the outpost’s second crew."
STS-102	03/14/2001	"""Should I Stay or Should I Go"" by The Clash played for returning International Space Station Expedition One Commander Bill Shepherd from his wife, Beth."
STS-102	03/15/2001	"""She Blinded Me With Science"" by Thomas Dolby played in recognition of the laboratory outfitting and initial station scientific work enabled by Discovery’s flight."
STS-102	03/16/2001	"""The Rising of the Moon"" by The Clancy Brothers with Tommy Makem selected for Discovery’s Pilot Jim Kelly by his family in honor of St. Patrick’s Day tomorrow."
STS-102	03/17/2001	"""Notre Dame Victory March"" by “Flight Room Singers” Four Flight Controllers - Chris McKenna, Mark Ferring, Pete Hasbrook and Fisher Reynolds"
STS-102	03/18/2001	"""Moscow Windows"" – Folk song"
STS-102	03/19/2001	"""Just What I Needed,"" performed by The Cars and played for returning International Space Station Commander Bill Shepherd, who, along with crew mates Yuri Gidzenko and Sergei Krikalev, is riding home aboard Discovery after four and a half months in orbit."
STS-102	03/20/2001	"""Wipe Out"" – Surfaris"
STS-100	04/20/2001	“Then the Morning Comes” by the musical group Smash Mouth. It was chosen for Phillips, making his first spaceflight.
STS-100	04/21/2001	“Danger Zone” - Kenny Loggins from the soundtrack to Top Gun.
STS-100	04/22/2001	“Take It From Day to Day” by Canadian Stan Rogers -- played for Hadfield in honor of the space walk – the first ever by a Canadian.
STS-100	04/23/2001	"""Both Sides Now"" - Judy Collins"
STS-100	04/24/2001	“What A Wonderful World” by Louis Armstrong. The song was played for Parazynski in honor of today’s spacewalk.
STS-100	04/25/2001	“Con te Partiro” (“With You I Will Go”), sung by Italian opera singer Andrea Bocelli. It was played for Guidoni who is from Italy.
STS-100	04/26/2001	"Russian folk song, ""Behind the Fog."" That song was played for Endeavour crewmember Russian cosmonaut Yuri Lonchakov."
STS-100	04/27/2001	"""Buckaroo,"" sung by Don Cain of Dubuque, Iowa, father of STS-100 Ascent and Entry Flight Director Leroy Cain."
STS-100	04/28/2001	"""Dangerous,"" sung by C'est Cheese, played for Canadian Astronaut Chris Hadfield at the request of his wife."
STS-100	04/29/2001	"""Miles from Nowhere,"" performed by Cat Stevens and played for Ashby in anticipation of today's undocking."
STS-100	04/30/2001	Soundtrack to the movie “Gladiator” (5:41 GMT)
STS-100	04/30/2001	"""Big Arm on His Ship"" - Robinson, etc."
STS-100	05/01/2001	"""True"" performed by Spandau Ballet. The wakeup music was for Rominger, requested by his family."
STS-104	07/12/2001	"""Wallace Courts Murron"" - from the soundtrack to the movie “Braveheart.” The song, by James Horner, was played for Atlantis Pilot Charlie Hobaugh."
STS-104	07/13/2001	"""God of Wonders"" by Caedmon's Call"
STS-104	07/14/2001	"""Space Cowboy"" by N'Sync for Mission Specialist Janet Kavandi."
STS-104	07/15/2001	"""No Woman, No Cry"" by Bob Marley for Mission Specialist Mike Gernhardt."
STS-104	07/16/2001	"""Nobody Does it Better"" by Carly Simon, from the soundtrack to the movie ""The Spy Who Loved Me"" for Mission Specialist Jim Reilly."
STS-104	07/17/2001	"""Happy Birthday, Darlin’"" by Conway Twitty for Atlantis Mission Specialist Janet Kavandi who was celebrating a birthday."
STS-104	07/18/2001	"""All I Wanna Do"" by Sheryl Crow for the entire crew from their training team. "
STS-104	07/19/2001	"""A Time to Dance""  by Janet Giroux played by the Space Center Intermediate School Symphonic Band. The band was directed by Giroux and the song was played for Reilly."
STS-104	07/20/2001	"""I Could Write a Book"" by Harry Connick Jr., from the soundtrack to the movie ""When Harry Met Sally"" for Lindsey."
STS-104	07/21/2001	"""Who Let the Dogs Out?"" by the Baha Men for Hobaugh."
STS-104	07/22/2001	"""Orinoco Flow"" by Enya for Mike Gernhardt."
STS-104	07/23/2001	"""Honey, I'm Home"" by Shania Twain for Kavandi. "
STS-104	07/24/2001	“Hold Back the Rain” by Duran Duran
STS-105	08/11/2001	"""Back in the Saddle Again"" by Gene Autry. It was played for Culbertson, making his third flight into space, eight years after he last flew."
STS-105	08/12/2001	"""The White Eagle,"" a traditional Russian folk song played for Expedition Three Pilot Vladimir Dezhurov."
STS-105	08/13/2001	"Overture from ""The Barber of Seville"" by Rossini, a tribute to Expedition Three Flight Engineer Mikhail Tyurin."
STS-105	08/14/2001	"Theme from the movie, ""Arthur"" or ""Arthur's Theme (Best That You Can Do)"" by Christopher Cross."
STS-105	08/15/2001	"""Big Boy Toys"", a country and western tune by Aaron Tippin, selected for Pilot Rick Sturckow by his wife. "
STS-105	08/16/2001	"""The Marvelous Toy"" by Tom Paxton for Mission Specialist Dan Barry from his wife."
STS-105	08/17/2001	"""Time Bomb"", a song performed for Forrester by his sons, Patrick and Andrew."
STS-105	08/18/2001	"""Hotel California,"" performed by the Eagles. It was requested for Expedition Two Commander Yury Usachev by his wife."
STS-105	08/19/2001	"""Under the Boardwalk"" by the Drifters, played for Jim Voss by his wife Suzan."
STS-105	08/20/2001	"""Brand New Day,"" played by Sting. The song was for Helms, requested by her family and friends."
STS-105	08/21/2001	“East Bound and Down” by Jerry Reed, at the request of their Houston-based training team.
STS-105	08/22/2001	"""Again"" by Lenny Kravitz"
STS-108	12/06/2001	“Soul Spirit” and “Put a Little Love in Your Life,” sung by Bursch’s daughter and her second-grade classmates.
STS-108	12/07/2001	"""God of Wonders"" performed by 95:1, a worship band from St. Thomas Episcopal Church. Commander Dom Gorie's daughter Kim sings."
STS-108	12/08/2001	"""Wade Into the Water"" performed by Clear Creek Mighty Wildcat Marching Band. Mission Specialist Carl Walz's son Aaron plays percussion."
STS-108	12/09/2001	"""It's A Grand Ol' Flag"" performed by the Fire Department of New York Emerald Society Pipes & Drums. A New York firefighter presented Pilot Mark Kelly with today’s  wakeup music when Kelly visited the World Trade Center site with former NASA Administrator Dan Goldin shortly after the September 11 attacks."
STS-108	12/10/2001	“Jumpin’ at the Woodside,” performed by Mission Specialist Linda Godwin’s own band, Brass, Rhythm and Reeds composed mostly of NASA and NASA contractor personnel. Godwin plays tenor sax in this 18-piece big band recording. 
STS-108	12/11/2001	"“Let There Be Peace on Earth,” performed by Vince and Jenny Gill from the Vince Gill album ""Let There be Peace on Earth"" awakened Endeavour’s crew this morning at 6:19 a.m. CST. The song was played for Expedition Three Commander Frank Culbertson from his wife for his years of dedicated pursuit of peace on Earth through service to his country, and in tribute to a special anniversary today."
STS-108	12/12/2001	“Fly Me to the Moon”, sung by Oliver “Ollie” O’Regin for Dan Tani.
STS-108	12/13/2001	“Here Comes the Sun”, in memory of former Beatle George Harrison, who recently died of cancer. The instrumental was from the IMAX movie, “Everest”. The song was played for the Expedition Three Crewmembers, Commander Frank Culbertson, Pilot Vladimir Dezhurov and Flight Engineer Mikhail Tyurin.
STS-108	12/14/2001	Traditional Russian song, “My Sweetheart,” played for Onufrienko, Dezhurov and Tyurin.The Expedition Four crew was awakened about a half-hour later with a wakeup tone on board the station.
STS-108	12/15/2001	“Where I Come From,” by Alan Jackson, for Pilot Mark Kelly from his family. 
STS-108	12/16/2001	“I’ll Be Home For Christmas,” sung by Bing Crosby. 
STS-108	12/17/2001	“Please Come Home For Christmas” sung by Jon Bon Jovi.
STS-109	03/01/2002	“Blue Telescope” - John Hiatt
STS-109	03/02/2002	“Theme from Mission: Impossible”
STS-109	03/03/2002	Mozart's “Five Variations on Twinkle, Twinkle Little Star” performed by Jeno Jando
STS-109	03/04/2002	The children's song  “Floating in the Bathtub,” by Tonya Evetts Weimer. It was played for Jim  Newman.
STS-109	03/05/2002	“Carmen Ohio,” performed by the Ohio State University marching band and played for Ohio  State alumni Nancy Currie and Rick Linnehan aboard Columbia.
STS-109	03/06/2002	The original song “Sittin on Top of the World,” Les Paul and Mary Ford. Dedication following was recorded the week before for the STS-109 crew by Les Paul, a music pioneer and space enthusiast.
STS-109	03/07/2002	The Mission Impossible: II theme song, performed by Limp Bizkit.
STS-109	03/08/2002	“Who Made Who” by AC DC. The song was played for pilot Duane Carey.
STS-109	03/09/2002	"“Fly Me to the Moon” by Frank Sinatra. The song was played for Commander Scott ""Scooter"" Altman."
STS-109	03/10/2002	"""Floating"" by the Moody Blues dedicated to first-time fliers, pilot ""Digger"" and spacewalker Massimino."
STS-109	03/11/2002	“Countdown” -- Rush
STS-110	04/09/2002	“The Best Years of Our Lives” by the Baha Men.
STS-110	04/10/2002	“Rapunzel Got a Mohawk,” performed by Joe Scruggs. The song was played for Ochoa, at the request of her family.
STS-110	04/11/2002	University of  California-Berkeley fight song performed by the school band and “All Right Now,” performed by the  Stanford University band. Ochoa requested the songs be played for crewmates Walheim and Smith who attended the rival schools. Ochoa's also a Stanford graduate. PC
STS-110	04/12/2002	“Testify to Love,” by Wynonna Judd played for Bloomfield from his family.
STS-110	04/13/2002	“Voodoo Chile,” by Jimi Hendrix. It was played for Morin, who will be making his first spacewalk, at the request of his wife.
STS-110	04/14/2002	“All Star,” performed by Smash Mouth from the Shrek movie soundtrack. The song was played for Walheim by his family.
STS-110	04/15/2002	“Magic Carpet Ride” by Steppenwolf, dedicated to Smith.
STS-110	04/16/2002	“I Am an American,” performed by the Purdue University Marching band. It was dedicated to Purdue graduate Ross.
STS-110	04/17/2002	“Noah,” performed by Steve Frick when he was a teen-ager.
STS-110	04/18/2002	"""Somewhere Over the Rainbow"" - STS-110 Commander Mike Bloomfield's daughter, Courtney."
STS-110	04/19/2002	"""Message in a Bottle,"" by The Police."
STS-111	06/06/2002	“Gettin' Jiggy Wit It,” by Will Smith. The song was played for Valery Korzun, who will soon take command of the space station.
STS-111	06/07/2002	“American Woman,” by Lenny Kravitz, a song selected for Peggy Whitson.
STS-111	06/08/2002	“I Have a Dream,” by ABBA, a song selected for Sergei Treschev.
STS-111	06/09/2002	“Drops of Jupiter” by Train, a tune selected for Ken Cockrell.
STS-111	06/10/2002	“I Only Have Eyes for You” by the Flamingos, from the American Graffiti
STS-111	06/11/2002	“Mi PC” by  Juan Luis Guerra, selected for Chang-Díaz by his family.
STS-111	06/12/2002	“Chasing Sheep is Best Left to Shepherds,” by Peter Greenaway, selected for Philippe Perrin       by his family.
STS-111	06/13/2002	“On the Road Again,” by Willie Nelson, selected for Carl Walz by his family.
STS-111	06/14/2002	"""The Star Spangled Banner"" in honor of Flag Day."
STS-111	06/15/2002	“Hello to All the Children of the World” prepared by Expedition Four Flight Engineer Dan  Bursch's son and his classmates.
STS-111	06/16/2002	"""Where My Heart Will Take Me,"" the theme song from TV series, “Star Trek: Enterprise,”"
STS-111	08/02/2005	)
STS-111	06/17/2002	"""The Eyes of Texas,"" performed by the University of Texas Marching Band. Cockrell and Lockhart hold degrees from that university."
STS-111	06/18/2002	"""Sojourner"" by Matt Gast, the flight's lead timeliner or scheduler of crew activities.	"
STS-111	06/19/2002	"""I Got You Babe""by Sonny and Cher from the ""Groundhog Day"" movie soundtrack. "
STS-112	10/08/2002	"""Venus and Mars"" by Paul McCartney and Wings. It was for David Wolf, requested by his wife, Tammy."
STS-112	10/09/2002	"""The Best"" by Tina Turner for Commander Jeff Ashby from his wife, Paige."
STS-112	10/10/2002	"The ""medley of childhood songs"" including ""(Theme from) The Monkees"" - The Monkees,""Rocket Man (I Think It’s Going To Be a Long, Long Time)"" - Elton John, ""Space Oddity"" - David Bowie and ""I Am Woman"" - Helen Reddy was played for Sandra Magnus from her family."
STS-112	10/11/2002	"""Oh Thou Tupelo,"" performed by the Wellesley College Choir, was for Pamela Melroy, a 1983 graduate."
STS-112	10/12/2002	"""Push It,"" performed by the group Garbage. It was for Piers Sellers, requested by his family."
STS-112	10/13/2002	"The ""Aviation March,"" composed by Isaac Dunaevsky, is the hymn of the Moscow Aviation  Institute, Yurchikhin's alma mater."
STS-112	10/14/2002	"""You Gave Me The Answer,"" by Paul McCartney and Wings for Dave Wolf from his wife Tammy."
STS-112	10/15/2002	"""Only an Ocean Away,"" performed by Sarah Brightman. It was requested for Sandy Magnus by her  jogging friends."
STS-112	10/16/2002	"""Prime Time""by The Alan Parsons Project was played for Pilot Pam Melroy, requested by her husband, Chris."
STS-112	10/17/2002	"""These are the Days"" performed by 10,000 Maniacs was played for Sellers at the request of his wife."
STS-112	10/18/2002	“Someday Soon,” performed by Suzy Bogguss. It was for Ashby, requested by his wife.
STS-113	11/24/2002	The Wind Ensemble -- Music for Wetherbee, provided by his daughter
STS-113	11/25/2002	"""I Need You Like a Hole in My Head"" by Sting"
STS-113	11/26/2002	"""Gimme All Your Lovin'"" by ZZ Top"
STS-113	11/27/2002	"""Copperhead Road"" by Steve Earle"
STS-113	11/28/2002	"""Figaro's Wedding"" from the movie ""Trading Places"""
STS-113	11/29/2002	"""Quiet Flame"" by Leap Year"
STS-113	11/30/2002	"""Walkin' on Sunshine"" by Kylie Minogue Selected by Paul             Lockhart's daughters. Capcom Joan Higgenbotham radioed up the music and said ""Good morning Endeavour. Welcome to EVA (Spacewalk) 3 day.  We're looking forward to some more incredible views provided courtesy of our two spacewalkers.  Paco (Lockhart's nickname), this morning's wakeup music is ‘Walking on Sunshine’ which is what Mary and the girls will be doing once your safely back home.” "
STS-113	12/01/2002	"""Roll With It"" by Steve Winwood"
STS-113	12/02/2002	“Cheesty Proody” (phonetic spelling), which means “Clear Ponds” in Russian, by Igor Talkov
STS-113	12/03/2002	"""Flot"" (phonetic spelling), which means ""Raft"" in Russian, by Yuri Loza"
STS-113	12/04/2002	"""Aserejé,"" also known as ""The Ketchup Song (Hey Hah),"" by Las Ketchup"
STS-113	12/05/2002	"""Hotel California"" by The Eagles"
STS-113	12/06/2002	"Clips from the movie ""Groundhog Day"" (“I Got You Babe”) and the television game show"" “Jeopardy"""
STS-113	12/07/2002	"""I'll Be Home for Christmas"" by Perry Como"
STS-107	01/16/2003	"Blue Team - ""EMA EMA"" Dedicated to Dave Brown. PC"
STS-107	01/17/2003	"Blue Team - ""Coming Back to Life"" by Pink Floyd. Dedicated to Willie McCool. PC"
STS-107	01/18/2003	"Blue Team - ""Cultural Exchange"" Dedicated to Dave Brown. PC"
STS-107	01/19/2003	"Blue Team - ""Fake Plastic Trees"" by Radiohead. Dedicated to Willie McCool. PC"
STS-107	01/20/2003	Blue Team - “Texan 60” Dedicated to Dave Brown. PC
STS-107	01/21/2003	Blue Team - “The Wedding Song” by Paul Stookey for Pilot Willie McCool
STS-107	01/22/2003	"Blue Team - ""Hakuna Matata"" by The Baha Men for Anderson from his two kids. "
STS-107	01/23/2003	"Blue Team - ""Burning Down the House"" by Talking Heads in honor of combustion experiments on this flight"
STS-107	01/24/2003	"Blue Team - ""Hotel California"" performed by Pilot William McCool's family (Josie McCool, Shawn McCool)"
STS-107	01/25/2003	"Blue Team - ""I Say a Little Prayer"" by Dionne Warwick played for Anderson from his wife"
STS-107	01/26/2003	"Blue Team - ""When Day is Done"" by Django Reinhardt and Stephane Grappelli. Dedicated to Dave Brown. Capcom Charlie Hobaugh said, ""We're doing great down here, and I feel cultured."" Dave replied, ""It's about time."" PC"
STS-107	01/27/2003	"Blue Team - ""Slow Boat to Rio"" by Earl Klugh. Dedicated to Mike Anderson. PC"
STS-107	01/28/2003	"Blue Team - ""I Get Around"" by The Beach Boys. Dedicated to Dave Brown. PC"
STS-107	01/29/2003	"Blue Team - ""Imagine"" by John Lennon. McCool and Ramon said their observations from orbit reveal no borders on the Earth below and reiterated in both English and Hebrew their hopes for peace in the world. Dedicated to Willie McCool. PC."
STS-107	01/30/2003	"Blue Team - ""Silver Inches"" by Enya.  Dedicated to Dave Brown. PC"
STS-107	01/31/2003	"Blue Team - ""If You've Been Delivered"" by Kirk Franklin. Dedicated to Mike Anderson. PC"
STS-114	07/26/2005	"Excerpts from the movie ""Groundhog Day"" (including the repeating “I Got You Babe” by Sonny and Cher) which was for the entire crew to commemorate its first day out of quarantine."
STS-114	07/27/2005	"""What a Wonderful World"" by Louis Armstrong. The Station crew was awakened at the same time by a tone onboard."
STS-114	07/28/2005	"""Vertigo"" by U2 played for Pilot Jim Kelly. Capcom Shannon Lucid noted during the wakeup call that Kelly, whose nickname is “Vegas,” was promoted to Colonel in the U.S. Air Force recently. The Station crew was awakened at 11:09 p.m. CDT by a tone onboard."
STS-114	07/29/2005	"""Sanpo,"" performed by the chorus from the Japanese School of Houston. It is made up of a group of children, including Noguchi's. The Station crew was awakened at 11:09 p.m. CDT by a tone onboard."
STS-114	07/30/2005	"""I'm Goin' Up"" by Claire Lynch for Mission Specialist Wendy Lawrence. The Space Station crew was awakened about the same time by a tone onboard."
STS-114	07/31/2005	"""Walk of Life"" by Dire Straits for Steve Robinson. The Space Station crew was awakened at 10:39 p.m. CDT by a tone onboard. CAPsule COMmunicator (CAPCOM) Shannon Lucid radioed the crew with Dire Straits' ""Walk of Life,"" in honor of the duo's upcoming repair work on the International Space Station. ""What a great day to go do a walk of life,"" said Robinson, who happens to play guitar in the astronaut rock band, Max-Q. ""I like that line in there: 'You got the action, and you got the motion.'"" From Music to Wake Up By 8/10/05 http://www.nasa.gov/vision/space/features/wakeup_calls.html"
STS-114	08/01/2005	"""Big Rock Candy Mountain"" by Harry McClintock for Mission Specialist Andy Thomas."
STS-114	08/02/2005	"""Where My Heart Will Take Me,"" the theme song from “Star Trek: Enterprise.” This song, , was selected for the crew as a surprise dedication from the Deputy Shuttle Program Manager Wayne Hale. (This selection was identified as composed by Dennis McCarthy in STS-114 MCC Status Report #16. Though McCarthy did write the orchestral suites for the “Star Trek” TV series he did not write this.  It was written by Diane Warren originally as “Faith of the Heart” for the soundtrack of the film, “Patch Adams” and sung by Rod Stewart.  Then, virtually the identical song was renamed and used as the theme for “Enterprise” -- this time sung by British tenor, Russell Watson - CAF)"
STS-114	08/03/2005	"""Amarillo by Morning"" by George Strait. Expedition 11 crew of Commander Sergei Krikalev and Flight Engineer and NASA ISS Science Officer John Phillips, woke up 30 minutes later."
STS-114	08/04/2005	"""Anchors Aweigh""  dedicated to Mission Specialist Wendy Lawrence at the request of Commander Eileen Collins. Space Station Expedition 11 crewmates John Phillips and Sergei Krikalev woke 30 minutes later."
STS-114	08/05/2005	"""The Air Force Song"" dedicated to Pilot Jim Kelly, a colonel in the U.S. Air Force, at the request of Commander Eileen Collins. Space Station Expedition 11 crewmates John Phillips and Sergei Krikalev woke 30 minutes later."
STS-114	08/06/2005	"""The One and Only Flower in the World"" sung by the Japanese group SMAP. It was played for Mission Specialist Soichi Noguchi of the Japan Aerospace Exploration Agency (JAXA)."
